document_id,doc_type,document_number_raw,document_number,party_name,supplier_name,currency,extraction_flavor,items_count,sum_line_total,subtotal_meta,tax_meta_pct,total_meta,diff_sum_vs_subtotal,diff_sum_vs_total,source_path,ingest_ts,silver_ts
WALMART-02-NA,receipt,,,,WALMART,USD,ocr_mp:gray:--oem 3 --psm 6 -l eng,3,44.68,46.44,7.5,49.9,-1.759999999999998,-5.219999999999999,data/input/receipts/02.jpg,2025-08-29T11:58:12.133364,2025-08-29T11:58:54
