document_id,doc_type,document_number_raw,document_number,party_name,supplier_name,currency,extraction_flavor,items_count,sum_line_total,subtotal_meta,tax_meta_pct,total_meta,diff_sum_vs_subtotal,diff_sum_vs_total,source_path,ingest_ts,silver_ts
WALMART-00-NA,receipt,,,,WALMART,USD,ocr_mp:bin:--oem 3 --psm 6 -l eng,2,5.68,5.11,,5.11,0.5700000000000003,0.5700000000000003,data/input/receipts/00.jpg,2025-08-29T11:58:03.557229,2025-08-29T11:58:54
